PartID,PartName,Price,PartListKey,Quantity,ModelName
108594-001,"ASSEMBLY, DRIVE PULLEY, xR5000",$73.00,,1,xR5000 Standard Base (Discontinued)
105833-001,"WLDMT, ARM, CRANK, xR5000",$26.00,,2,xR5000 Standard Base (Discontinued)
102747-001,"CAP, LOWER PEDAL, xR6000",$1.00,,2,xR5000 Standard Base (Discontinued)
106272-001,"ASSEMBLY, XRIDE PEDAL LEVER, RH",$105.00,,1,xR5000 Standard Base (Discontinued)
106271-001,"ASSEMBLY, XRIDE PEDAL LEVER, LH",$105.00,,1,xR5000 Standard Base (Discontinued)
101277-001,"WASHER, WAVE, 26.2 X 33.9 X 0.4",$0.25,,2,xR5000 Standard Base (Discontinued)
103213-001,"WASHER, 8.5 X 30 X 2, STAINLESS STEEL",$0.50,,2,xR5000 Standard Base (Discontinued)
103211-001,"SCREW, M8 X 1.25 X 25.0L SHCS, STAINLESS",$1.00,,2,xR5000 Standard Base (Discontinued)
105838-001,"ASSEMBLY, MAST",n/a,,1,xR5000 Standard Base (Discontinued)
105712-001,"ASSEMBLY, UPPER LINK, LEFT",$33.00,,1,xR5000 Standard Base (Discontinued)
105710-001,"ASSEMBLY, UPPER PEDAL LINK, RIGHT",$33.00,,1,xR5000 Standard Base (Discontinued)
105716-001,"CAP, UPPER LINK",$5.50,,4,xR5000 Standard Base (Discontinued)
105717-001,"SCREW, M8 X 1.25 X 30.0L SHCS, STAINLESS STEEL",$1.25,,4,xR5000 Standard Base (Discontinued)
102134-001,"SCREW, M5 X 0.8 X 18, PAN HEAD, TYPE 1 CROSS RECESSED, SS",$0.25,,2,xR5000 Standard Base (Discontinued)
100414-001,"COVER, CONSOLE BACK",$4.75,,1,xR5000 Standard Base (Discontinued)
102413-001,"COVER, AXLE MAST",$2.25,,2,xR5000 Standard Base (Discontinued)
102979-001,"ASSEMBLY, END CAP",$7.50,,2,xR5000 Standard Base (Discontinued)
100780-001,"SCREW, M5 X 0.8 X 12, PAN HEAD, TYPE 1 CROSS RECESSED, STAINLESS STEEL",$0.25,,39,xR5000 Standard Base (Discontinued)
102431-001,"PANEL, LEFT ARM LINK",$11.00,,1,xR5000 Standard Base (Discontinued)
102432-001,"PANEL, RIGHT ARM LINK",$11.00,,1,xR5000 Standard Base (Discontinued)
102236-001,"COVER, CRANK",$8.00,,2,xR5000 Standard Base (Discontinued)
102258-001,"COVER, MAST BOOT",$3.00,,1,xR5000 Standard Base (Discontinued)
103081-001,"ASSEMBLY, CAP, REAR SHROUD",$4.00,,1,xR5000 Standard Base (Discontinued)
106218-001,"ASSEMBLY, SEAT SLIDE COVER, xR5000",$4.00,,1,xR5000 Standard Base (Discontinued)
103317-001,"ASSEMBLY, SHROUD ACCESS PANEL - FLARE",$11.00,,1,xR5000 Standard Base (Discontinued)
103071-001,"ASSEMBLY, SHROUD, MID-SECTION",$13.00,,1,xR5000 Standard Base (Discontinued)
102263-001,"SHROUD, REAR, LEFT",$20.00,,1,xR5000 Standard Base (Discontinued)
103049-001,"ASSEMBLY, LEFT ARM LINK COVER",$11.00,,1,xR5000 Standard Base (Discontinued)
103294-001,"ASSEMBLY, RIGHT ARM LINK COVER",$12.00,,1,xR5000 Standard Base (Discontinued)
102814-001,"ASSEMBLY, SHROUD FRONT TOP",$16.00,,1,xR5000 Standard Base (Discontinued)
102264-001,"SHROUD, REAR, RIGHT",$16.00,,1,xR5000 Standard Base (Discontinued)
103315-001,"ASSEMBLY, LEFT FRONT SHROUD - FLARE",$14.00,,1,xR5000 Standard Base (Discontinued)
103314-001,"ASSEMBLY, RIGHT FRONT SHROUD - FLARE",$14.00,,1,xR5000 Standard Base (Discontinued)
106118-001,"ASSEMBLY, ADJUSTABLE SEAT",n/a,,1,xR5000 Standard Base (Discontinued)
103432-001,"TIE, CABLE, PUSH MOUNT, W4.8 X L170",$0.25,,11,xR5000 Standard Base (Discontinued)
103306-001,"CABLE, HR BASE BOX",$12.00,,1,xR5000 Standard Base (Discontinued)
103296-001,"CABLE, HANDLEBAR BUTTONS",$15.00,,1,xR5000 Standard Base (Discontinued)
100830-001,"BRAKE, GENERATOR, 6302",$225.00,,1,xR5000 Standard Base (Discontinued)
103531-001,"ASSEMBLY, TENSIONER, INSULATED",$21.00,,1,xR5000 Standard Base (Discontinued)
950046-007,"NUT, HEX, NYLON INSERT, STL, M6",$0.39,,4,xR5000 Standard Base (Discontinued)
103596-001,"SCREW, M6 X 1.0 X 25.0L SHCS, BLACK ZINC, 12.9 STL",$0.39,,4,xR5000 Standard Base (Discontinued)
"950046-009
REPLACED BY: 103395-001","NUT, HEX, NYLON INSERT, STL, M10",$0.33,,1,xR5000 Standard Base (Discontinued)
102533-001,"STAND-OFF, BOARD, 4.8MM",$0.25,,4,xR5000 Standard Base (Discontinued)
101823-001,"ASSEMBLY, BATTERY WITH PIN",$57.00,,1,xR5000 Standard Base (Discontinued)
100873-001,"SCREW, M5 X 0.8 X 8, TRUSS HEAD, TYPE II CROSS RECESSED, BZ",$0.25,,1,xR5000 Standard Base (Discontinued)
103193-001,"COVER, BRAKE PCB",$6.50,,1,xR5000 Standard Base (Discontinued)
105182-001,"CABLE ASSY, BASE, xR6000, FERRITE",$17.00,,1,xR5000 Standard Base (Discontinued)
103282-001,"CABLE ASSEMBLY, BATTERY TO MAST",$5.50,,1,xR5000 Standard Base (Discontinued)
103331-001,"CIRCUIT BOARD ASSEMBLY, BRAKE CONTROL BOARD, SAFETY CERT, RoHS",$126.00,,1,xR5000 Standard Base (Discontinued)
105140-001,"CABLE ASSY, BRAKE GEN PWR, FERRITE",$10.00,,1,xR5000 Standard Base (Discontinued)
105141-001,"CABLE ASSY, BRAKE GEN INDUCT, FERRITE",$9.00,,1,xR5000 Standard Base (Discontinued)
102892-001,"STAND-OFF, CABLE, 14 DIA",$0.25,,3,xR5000 Standard Base (Discontinued)
103533-001,"INSULATOR, J-HOOK BOLT",$1.50,,1,xR5000 Standard Base (Discontinued)
103428-001,"INSULATOR, BRAKE BASE",$1.50,,2,xR5000 Standard Base (Discontinued)
103534-001,"INSULATOR, BRAKE BOLT",$0.75,,4,xR5000 Standard Base (Discontinued)
950042-007,"B18.22M, WASHER, PLAIN, STL, M6",$0.25,,4,xR5000 Standard Base (Discontinued)
100717-001,"WASHER, 10 X 23 X 2, STEEL, CZ",$0.03,,1,xR5000 Standard Base (Discontinued)
101920-001,"WASHER, WAVE, 16.7 X 22.5 X .3",$0.25,,2,xR5000 Standard Base (Discontinued)
104302-001,"WASHER, M8, 8.3 X 20 X 2, STAINLESS STEEL",$0.25,,2,xR5000 Standard Base (Discontinued)
101416-001,"CABLE TIE, SCREW MOUNT, M5",$0.25,,1,xR5000 Standard Base (Discontinued)
106120-001,"COVER, FINISHING, XR5000",$2.00,,2,xR5000 Standard Base (Discontinued)
106121-001,"COVER, ACCESS",$3.00,,1,xR5000 Standard Base (Discontinued)
106186-001,"ASSEMBLY, ARMREST",$122.00,,1,xR5000 Standard Base (Discontinued)
100754-001,"SCREW, M8x1.25x16 SHCS, STL, BZ",$0.75,,4,xR5000 Standard Base (Discontinued)
103281-001,"CABLE, CO-AXIAL, BASE",$6.50,,1,xR5000 Standard Base (Discontinued)
101572-001,"BRACKET, UPRIGHT, LCD ARM",$2.75,,1,xR5000 Standard Base (Discontinued)
"101577-001
REPLACED BY: 102996-001","SCREW, M8 X 1.25 X 20, SBHCS, STAINLESS STEEL",$0.50,,4,xR5000 Standard Base (Discontinued)
103372-001,"PULLEY, DRIVE, RoHS",$23.00,"#2-ASSEMBLY, DRIVE PULLEY, XR5000",1,xR5000 Standard Base (Discontinued)
950006-010,"B18.3.1M, M6 X 1.0 X 25.0L SHCS, BLACK ZINC, STL",$0.16,"#3-ASSEMBLY, DRIVE PULLEY, XR5000",4,xR5000 Standard Base (Discontinued)
950046-007,"NUT, HEX, NYLON INSERT, STL, M6",$0.39,"#4-ASSEMBLY, DRIVE PULLEY, XR5000",4,xR5000 Standard Base (Discontinued)
106270-001,"PEDAL, SOFT TREAD, SLOTTED",$16.00,"#2-ASSEMBLY, XRIDE PEDAL LEVER, RH",1,xR5000 Standard Base (Discontinued)
106277-001,"PEDAL, SOFT TREAD",$23.00,"#3-ASSEMBLY, XRIDE PEDAL LEVER, RH",1,xR5000 Standard Base (Discontinued)
101298-001,"SCREW, M5 X 0.8 X 10.0L SHCS, BLACK ZINC, 12.9 STL, SPRING WASHER",$0.23,"#4-ASSEMBLY, XRIDE PEDAL LEVER, RH",5,xR5000 Standard Base (Discontinued)
101646-001,"BEARING, BALL, 6005, C2",$2.75,"#5-ASSEMBLY, XRIDE PEDAL LEVER, RH",2,xR5000 Standard Base (Discontinued)
103069-001,"LABEL, FOOT",$0.75,"#6-ASSEMBLY, XRIDE PEDAL LEVER, RH",1,xR5000 Standard Base (Discontinued)
106270-001,"PEDAL, SOFT TREAD, SLOTTED",$16.00,"#2-ASSEMBLY, XRIDE PEDAL LEVER, LH",1,xR5000 Standard Base (Discontinued)
106277-001,"PEDAL, SOFT TREAD",$23.00,"#3-ASSEMBLY, XRIDE PEDAL LEVER, LH",1,xR5000 Standard Base (Discontinued)
101298-001,"SCREW, M5 X 0.8 X 10.0L SHCS, BLACK ZINC, 12.9 STL, SPRING WASHER",$0.23,"#4-ASSEMBLY, XRIDE PEDAL LEVER, LH",5,xR5000 Standard Base (Discontinued)
101646-001,"BEARING, BALL, 6005, C2",$2.75,"#5-ASSEMBLY, XRIDE PEDAL LEVER, LH",2,xR5000 Standard Base (Discontinued)
103069-001,"LABEL, FOOT",$0.75,"#6-ASSEMBLY, XRIDE PEDAL LEVER, LH",1,xR5000 Standard Base (Discontinued)
101039-001,"DECAL, SMALL OCTANE",$1.50,"#2-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
100882-001,"DECAL, LARGE OCTANE",$2.00,"#3-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
900031-002,"NUT, HEX BLIND INSERT, M5 X 0.8",$0.43,"#4-ASSEMBLY, MAST",2,xR5000 Standard Base (Discontinued)
101576-001,"RIVNUT, BRASS, M8 X 1.25",$0.50,"#6-ASSEMBLY, MAST",4,xR5000 Standard Base (Discontinued)
100890-001,"CABLE ASSEMBLY, FEMALE SPADE - 5MM EYELET",$0.50,"#7-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
101013-001,"SCREW, M5 X 0.8 X 6, PAN HEAD, TYPE 1 CROSS RECESSED, CZ",$0.03,"#8-ASSEMBLY, MAST",2,xR5000 Standard Base (Discontinued)
101014-001,"WASHER, M5, EXTERNAL TOOTH, STEEL, CZ",$0.07,"#9-ASSEMBLY, MAST",2,xR5000 Standard Base (Discontinued)
103304-001,"CABLE, BUTTONS BASE BOX MAST",$9.50,"#10-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
101592-001,"COUPLER ASSEMBLY, 8 POSITION, IN-LINE",$4.00,"#11-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
102505-001,"CABLE ASSEMBLY, CSAFE",$4.50,"#12-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
103319-001,"CABLE ASSEMBLY, MAST, xR6000",$6.00,"#13-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
103308-001,"CABLE, HR EXTENSION",$2.75,"#14-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
100760-001,"TERMINAL, EYELET TO QUICK DISCONNECT",$0.20,"#15-ASSEMBLY, MAST",1,xR5000 Standard Base (Discontinued)
102269-001,"CAP, REAR STABILIZER",$2.50,"#1-ASSEMBLY, END CAP",1,xR5000 Standard Base (Discontinued)
100828-001,"DUAL LOCK, 20.6MM DIA - 250",$1.50,"#2-ASSEMBLY, END CAP",1,xR5000 Standard Base (Discontinued)
100913-001,"SCREW, M3.5 X 1.3 X 10 TYPE B, TYPE 1 CROSS RECESS PAN HEAD, ST, BZ",$0.03,"#3-ASSEMBLY, END CAP",1,xR5000 Standard Base (Discontinued)
102267-001,"CAP, SHROUD, REAR",$2.50,"#1-ASSEMBLY, CAP, REAR SHROUD",1,xR5000 Standard Base (Discontinued)
103079-001,"LABEL, XRIDE",$1.25,"#2-ASSEMBLY, CAP, REAR SHROUD",1,xR5000 Standard Base (Discontinued)
102451-001,"DECAL, SEAT HEIGHT",$2.50,"#2-ASSEMBLY, SEAT SLIDE COVER, XR5000",1,xR5000 Standard Base (Discontinued)
103310-001,"SHROUD, ACCESS PANEL-FLARE",$11.00,"#1-ASSEMBLY, SHROUD ACCESS PANEL - FLARE",1,xR5000 Standard Base (Discontinued)
104589-001,"LABEL, WARNING, ENG & DEU & FRC",$1.50,"#2-ASSEMBLY, SHROUD ACCESS PANEL - FLARE",1,xR5000 Standard Base (Discontinued)
102261-001,"SHROUD, MID-SECTION",$9.50,"#1-ASSEMBLY, SHROUD, MID-SECTION",1,xR5000 Standard Base (Discontinued)
103069-001,"LABEL, FOOT",$0.75,"#2-ASSEMBLY, SHROUD, MID-SECTION",1,xR5000 Standard Base (Discontinued)
102253-001,"COVER, ARM LINK, LEFT",$9.00,"#1-ASSEMBLY, LEFT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
102292-001,"BRACKET, SHROUD",$0.50,"#2-ASSEMBLY, LEFT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
101013-001,"SCREW, M5 X 0.8 X 6, PAN HEAD, TYPE 1 CROSS RECESSED, CZ",$0.03,"#3-ASSEMBLY, LEFT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
101592-001,"COUPLER ASSEMBLY, 8 POSITION, IN-LINE",$4.00,"#2-ASSEMBLY, RIGHT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
101655-001,"CONNECTOR, COAXIAL CABLE FEED THRU, IN-L",$1.00,"#3-ASSEMBLY, RIGHT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
101774-001,"NUT, THIN JAM, COAXIAL CONNECTOR",$9.00,"#4-ASSEMBLY, RIGHT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
102292-001,"BRACKET, SHROUD",$0.50,"#5-ASSEMBLY, RIGHT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
101013-001,"SCREW, M5 X 0.8 X 6, PAN HEAD, TYPE 1 CROSS RECESSED, CZ",$0.03,"#6-ASSEMBLY, RIGHT ARM LINK COVER",1,xR5000 Standard Base (Discontinued)
102256-001,"SHROUD, FRONT, TOP",$11.00,"#1-ASSEMBLY, SHROUD FRONT TOP",1,xR5000 Standard Base (Discontinued)
101041-001,"DECAL, MEDIUM OCTANE",$3.00,"#2-ASSEMBLY, SHROUD FRONT TOP",2,xR5000 Standard Base (Discontinued)
101040-001,"DECAL, 65 DIA BUG",$1.50,"#3-ASSEMBLY, SHROUD FRONT TOP",1,xR5000 Standard Base (Discontinued)
100429-001,"SCREW, M4.8 X 1.6 X 13 TYPE AB, TYPE 1 CROSS RECESS PAN HEAD, ST, BZ",$0.03,"#5-ASSEMBLY, SHROUD FRONT TOP",1,xR5000 Standard Base (Discontinued)
102292-001,"BRACKET, SHROUD",$0.50,"#2-ASSEMBLY, LEFT FRONT SHROUD - FLARE",2,xR5000 Standard Base (Discontinued)
100429-001,"SCREW, M4.8 X 1.6 X 13 TYPE AB, TYPE 1 CROSS RECESS PAN HEAD, ST, BZ",$0.03,"#3-ASSEMBLY, LEFT FRONT SHROUD - FLARE",2,xR5000 Standard Base (Discontinued)
103312-001,"SHROUD, FRONT, RIGHT - FLARE",$19.00,"#1-ASSEMBLY, RIGHT FRONT SHROUD - FLARE",1,xR5000 Standard Base (Discontinued)
102292-001,"BRACKET, SHROUD",$0.50,"#2-ASSEMBLY, RIGHT FRONT SHROUD - FLARE",2,xR5000 Standard Base (Discontinued)
100429-001,"SCREW, M4.8 X 1.6 X 13 TYPE AB, TYPE 1 CROSS RECESS PAN HEAD, ST, BZ",$0.03,"#3-ASSEMBLY, RIGHT FRONT SHROUD - FLARE",2,xR5000 Standard Base (Discontinued)
106215-001,"ASSEMBLY, SEAT CARRIAGE",$157.00,"#1-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
106117-001,"ASSEMBLY, SEAT, XR5000",$482.00,"#2-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
103140-001,"SCREW, M8 X 1.25 X 35L SHCS, STAINLESS",$1.00,"#3-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
103212-001,"WASHER, M8, 8.3 X 16.0 X 1.6, STAINLESS STEEL",$0.25,"#4-ASSEMBLY, ADJUSTABLE SEAT",2,xR5000 Standard Base (Discontinued)
103214-001,"NUT, HEX, NYLON INSERT, M8 X 1.25, CZ",$0.25,"#5-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
103213-001,"WASHER, 8.5 X 30 X 2, STAINLESS STEEL",$0.50,"#6-ASSEMBLY, ADJUSTABLE SEAT",2,xR5000 Standard Base (Discontinued)
103210-001,"SCREW, M8 X 1.25 X 20.0L SHCS, STAINLESS STEEL",$1.00,"#7-ASSEMBLY, ADJUSTABLE SEAT",2,xR5000 Standard Base (Discontinued)
102100-001,"AXLE, SEAT PIVOT",$6.50,"#8-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
102215-001,GAS SPRING,$17.00,"#9-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
105611-001,"DAMPER, SEAT SLIDE",$40.00,"#10-ASSEMBLY, ADJUSTABLE SEAT",1,xR5000 Standard Base (Discontinued)
100596-001,"BEARING, 6204 BALL, 47 X 20 X 14",$5.03,"#3-ASSEMBLY, TENSIONER, INSULATED",2,xR5000 Standard Base (Discontinued)
100712-001,"RING, EXT RETAINING, 19MM",$0.16,"#4-ASSEMBLY, TENSIONER, INSULATED",1,xR5000 Standard Base (Discontinued)
100713-001,"RING, EXT RETAINING, 16MM",$0.13,"#5-ASSEMBLY, TENSIONER, INSULATED",1,xR5000 Standard Base (Discontinued)
101593-001,"BATTERY, SEALED LEAD RECHARGABLE, 6V, CYCLON 0819-0012",$55.00,"#1-ASSEMBLY, BATTERY WITH PIN",1,xR5000 Standard Base (Discontinued)
102780-001,"PIN, BATTERY LOCATOR",$0.50,"#2-ASSEMBLY, BATTERY WITH PIN",1,xR5000 Standard Base (Discontinued)
950046-006,"NUT, HEX, NYLON INSERT, STL, M5",$0.25,"#3-ASSEMBLY, BATTERY WITH PIN",1,xR5000 Standard Base (Discontinued)
106122-001,"WELDMENT, SUPPORT, ARMREST",$27.00,"#1-ASSEMBLY, ARMREST",1,xR5000 Standard Base (Discontinued)
106112-001,ARMREST,$37.00,"#2-ASSEMBLY, ARMREST",2,xR5000 Standard Base (Discontinued)
103140-001,"SCREW, M8 X 1.25 X 35L SHCS, STAINLESS",$1.00,"#3-ASSEMBLY, ARMREST",2,xR5000 Standard Base (Discontinued)
103212-001,"WASHER, M8, 8.3 X 16.0 X 1.6, STAINLESS STEEL",$0.25,"#4-ASSEMBLY, ARMREST",4,xR5000 Standard Base (Discontinued)
103214-001,"NUT, HEX, NYLON INSERT, M8 X 1.25, CZ",$0.25,"#5-ASSEMBLY, ARMREST",2,xR5000 Standard Base (Discontinued)
900015-001,"LEVELER, 50MM DIAMETER",$1.35,,2,xR5000 Touch Screen Base (Discontinued)
950038-009,"B18.2.4.1M, HEX NUT, STYLE 1, M10 X 1.5, BLACK ZINC, STL",$0.07,,2,xR5000 Touch Screen Base (Discontinued)
103210-001,"SCREW, M8 X 1.25 X 20.0L SHCS, STAINLESS STEEL",$1.00,,2,xR5000 Touch Screen Base (Discontinued)
101576-001,"RIVNUT, BRASS, M8 X 1.25",$0.50,,4,xR5000 Touch Screen Base (Discontinued)
102219-001,"ROLLER, TRANSPORT",$2.75,,2,xR5000 Touch Screen Base (Discontinued)
101295-001,"SCREW, M8 X 1.25 X 20.0L SHCS, BLACK ZINC, 12.9 STL",$0.50,,8,xR5000 Touch Screen Base (Discontinued)
100457-001,"SPACER, FLANGE TENSIONER",$0.75,,3,xR5000 Touch Screen Base (Discontinued)
101297-001,"SCREW, M5 X 0.8 X 16.0L SHCS, BLACK ZINC, 12.9 STL, SPRING WASHER",$0.25,,6,xR5000 Touch Screen Base (Discontinued)
900031-002,"NUT, HEX BLIND INSERT, M5 X 0.8",$0.43,,14,xR5000 Touch Screen Base (Discontinued)
101029-001,"WASHER, M8, 8.3 X 16.0 X 1.6, ST, BZ",$0.03,,6,xR5000 Touch Screen Base (Discontinued)
102155-001,"RACK, SEAT SLIDE",$10.00,,1,xR5000 Touch Screen Base (Discontinued)
102262-001,"TREAD, PLATFORM",$21.00,,1,xR5000 Touch Screen Base (Discontinued)
103433-001,"BELT, DRIVE, 8 RIB, 490J",$13.00,,1,xR5000 Touch Screen Base (Discontinued)
101300-001,"DUAL LOCK, 25 X 20 - 400",$0.25,,2,xR5000 Touch Screen Base (Discontinued)
102331-001,"SCREW, M5 X 0.8 X 12, FLAT HEAD, TYPE 1 CROSS RECESSED, BZ",$0.25,,4,xR5000 Touch Screen Base (Discontinued)
107005-001,"SCREW, M8 X 1.25 X 55 HHCS, 12.9 STL, CZ",$1.25,,2,xR5000 Touch Screen Base (Discontinued)
103393-001,"NUT, HEX, NYLON INSERT, M8 X 1.25, CZ CLASS 10",$0.46,,2,xR5000 Touch Screen Base (Discontinued)
105834-001,,$5.00,,2,xR5000 Touch Screen Base (Discontinued)
101646-001,"BEARING, BALL, 6005, C2",$2.75,,2,xR5000 Touch Screen Base (Discontinued)
900009-001,"RING, RETAINING, 25MM",$0.25,,2,xR5000 Touch Screen Base (Discontinued)
108594-001,"ASSEMBLY, DRIVE PULLEY, xR5000",$73.00,,1,xR5000 Touch Screen Base (Discontinued)
105833-001,"WLDMT, ARM, CRANK, xR5000",$26.00,,2,xR5000 Touch Screen Base (Discontinued)
102747-001,"CAP, LOWER PEDAL, xR6000",$1.00,,2,xR5000 Touch Screen Base (Discontinued)
106272-001,"ASSEMBLY, XRIDE PEDAL LEVER, RH",$105.00,,1,xR5000 Touch Screen Base (Discontinued)
106271-001,"ASSEMBLY, XRIDE PEDAL LEVER, LH",$105.00,,1,xR5000 Touch Screen Base (Discontinued)
101277-001,"WASHER, WAVE, 26.2 X 33.9 X 0.4",$0.25,,2,xR5000 Touch Screen Base (Discontinued)
103213-001,"WASHER, 8.5 X 30 X 2, STAINLESS STEEL",$0.50,,2,xR5000 Touch Screen Base (Discontinued)
103211-001,"SCREW, M8 X 1.25 X 25.0L SHCS, STAINLESS",$1.00,,2,xR5000 Touch Screen Base (Discontinued)
106799-001,"ASSEMBLY, MAST, xRIDE TOUCH",$412.00,,1,xR5000 Touch Screen Base (Discontinued)
105712-001,"ASSEMBLY, UPPER LINK, LEFT",$33.00,,1,xR5000 Touch Screen Base (Discontinued)
105710-001,"ASSEMBLY, UPPER PEDAL LINK, RIGHT",$33.00,,1,xR5000 Touch Screen Base (Discontinued)
105716-001,"CAP, UPPER LINK",$5.50,,4,xR5000 Touch Screen Base (Discontinued)
105717-001,"SCREW, M8 X 1.25 X 30.0L SHCS, STAINLESS STEEL",$1.25,,4,xR5000 Touch Screen Base (Discontinued)
102413-001,"COVER, AXLE MAST",$2.25,,2,xR5000 Touch Screen Base (Discontinued)
102979-001,"ASSEMBLY, END CAP",$7.50,,2,xR5000 Touch Screen Base (Discontinued)
100780-001,"SCREW, M5 X 0.8 X 12, PAN HEAD, TYPE 1 CROSS RECESSED, STAINLESS STEEL",$0.25,,41,xR5000 Touch Screen Base (Discontinued)
102431-001,"PANEL, LEFT ARM LINK",$11.00,,1,xR5000 Touch Screen Base (Discontinued)
102432-001,"PANEL, RIGHT ARM LINK",$11.00,,1,xR5000 Touch Screen Base (Discontinued)
104129-001,"COVER, CRANK",$7.50,,2,xR5000 Touch Screen Base (Discontinued)
102258-001,"COVER, MAST BOOT",$3.00,,1,xR5000 Touch Screen Base (Discontinued)
106809-001,"ASSEMBLY, BACK SHROUD, xRIDE",$25.00,,1,xR5000 Touch Screen Base (Discontinued)
103081-001,"ASSEMBLY, CAP, REAR SHROUD",$4.00,,1,xR5000 Touch Screen Base (Discontinued)
106218-001,"ASSEMBLY, SEAT SLIDE COVER, xR5000",$4.00,,1,xR5000 Touch Screen Base (Discontinued)
106991-001,"ASSEMBLY, SHROUD ACCESS PANEL - FLARE, x",$18.00,,1,xR5000 Touch Screen Base (Discontinued)
103071-001,"ASSEMBLY, SHROUD, MID-SECTION",$13.00,,1,xR5000 Touch Screen Base (Discontinued)
102263-001,"SHROUD, REAR, LEFT",$20.00,,1,xR5000 Touch Screen Base (Discontinued)
104132-001,"ASSEMBLY, LEFT ARM LINK COVER",$16.00,,1,xR5000 Touch Screen Base (Discontinued)
106804-001,"ASSEMBLY, RIGHT ARM LINK COVER, xR6000T",$18.00,,1,xR5000 Touch Screen Base (Discontinued)
104136-001,"ASSEMBLY, SHROUD FRONT TOP",$15.00,,1,xR5000 Touch Screen Base (Discontinued)
102264-001,"SHROUD, REAR, RIGHT",$16.00,,1,xR5000 Touch Screen Base (Discontinued)
104138-001,"ASSEMBLY, LEFT FRONT SHROUD - FLARE",$21.00,,1,xR5000 Touch Screen Base (Discontinued)
104140-001,"ASSEMBLY, RIGHT FRONT SHROUD - FLARE",$22.00,,1,xR5000 Touch Screen Base (Discontinued)
106798-001,"ASSEMBLY, ADJUSTABLE SEAT",n/a,,1,xR5000 Touch Screen Base (Discontinued)
103432-001,"TIE, CABLE, PUSH MOUNT, W4.8 X L170",$0.25,,11,xR5000 Touch Screen Base (Discontinued)
106744-001,CABLE HR BASE BOX,$14.00,,1,xR5000 Touch Screen Base (Discontinued)
106743-001,"CABLE, HANDLEBAR BUTTONS",$15.00,,1,xR5000 Touch Screen Base (Discontinued)
100830-001,"BRAKE, GENERATOR, 6302",$225.00,,1,xR5000 Touch Screen Base (Discontinued)
103531-001,"ASSEMBLY, TENSIONER, INSULATED",$21.00,,1,xR5000 Touch Screen Base (Discontinued)
950046-007,"NUT, HEX, NYLON INSERT, STL, M6",$0.39,,4,xR5000 Touch Screen Base (Discontinued)
103596-001,"SCREW, M6 X 1.0 X 25.0L SHCS, BLACK ZINC, 12.9 STL",$0.39,,4,xR5000 Touch Screen Base (Discontinued)
"950046-009
REPLACED BY: 103395-001","NUT, HEX, NYLON INSERT, STL, M10",$0.33,,1,xR5000 Touch Screen Base (Discontinued)
102533-001,"STAND-OFF, BOARD, 4.8MM",$0.25,,4,xR5000 Touch Screen Base (Discontinued)
100873-001,"SCREW, M5 X 0.8 X 8, TRUSS HEAD, TYPE II CROSS RECESSED, BZ",$0.25,,1,xR5000 Touch Screen Base (Discontinued)
103193-001,"COVER, BRAKE PCB",$6.50,,1,xR5000 Touch Screen Base (Discontinued)
103331-001,"CIRCUIT BOARD ASSEMBLY, BRAKE CONTROL BOARD, SAFETY CERT, RoHS",$126.00,,1,xR5000 Touch Screen Base (Discontinued)
105140-001,"CABLE ASSY, BRAKE GEN PWR, FERRITE",$10.00,,1,xR5000 Touch Screen Base (Discontinued)
105141-001,"CABLE ASSY, BRAKE GEN INDUCT, FERRITE",$9.00,,1,xR5000 Touch Screen Base (Discontinued)
102892-001,"STAND-OFF, CABLE, 14 DIA",$0.25,,3,xR5000 Touch Screen Base (Discontinued)
103533-001,"INSULATOR, J-HOOK BOLT",$1.50,,1,xR5000 Touch Screen Base (Discontinued)
103428-001,"INSULATOR, BRAKE BASE",$1.50,,2,xR5000 Touch Screen Base (Discontinued)
103534-001,"INSULATOR, BRAKE BOLT",$0.75,,4,xR5000 Touch Screen Base (Discontinued)
